Row ID,Order ID,Order Date,Ship Date,Ship Mode,Order Priority,Customer ID,Customer Name,Customer Tenure Group,Customer Age Group,Segment,Country,City,State,Postal Code,Region,Sales Channel,Payment Method,Returned,Product ID,Category,Sub-Category,Product Name,Sales,Quantity,Discount,Profit,Delivery Days,Order Year,Order Month,Month Name,Year-Month,Quarter,Profit Margin %,Revenue Per Unit,Order Value Segment,Profit Status,Sales Capped,Profit Capped
1365,CA-2023-101364,2023-01-09,2023-01-19,First Class,Medium,CUST-5078,Noor Iqbal,1-2 Years,18-25,Home Office,United States,Richmond,Virginia,23219.0,South,Retail Store,Bank Transfer,No,TEC-AC-3002,Technology,Accessories,Wireless Mouse,218.68,4,0.3,17.96,10,2023,1,Jan,2023-01,2023Q1,8.212913846716665,54.67,Low,Profitable,218.68,17.96
1366,CA-2025-101365,2025-02-12,2025-02-16,Second Class,High,CUST-2367,Ali Iqbal,New,60+,Corporate,United States,Chicago,Illinois,60601.0,Central,Retail Store,Cash on Delivery,No,OFF-BI-2002,Office Supplies,Binders,Heavy Duty Binder,25.06,3,0.05,1.4,4,2025,2,Feb,2025-02,2025Q1,5.58659217877095,8.353333333333333,Very Low,Profitable,25.06,1.4
1367,CA-2023-101366,2023-08-11,2023-08-13,Standard Class,Medium,CUST-5042,Ayesha Ahmed,3-5 Years,26-35,Consumer,United States,Chicago,Illinois,60601.0,Central,Online,PayPal,Yes,TEC-PR-3005,Technology,Printers,Inkjet Printer,213.18,2,0.25,-12.12,2,2023,8,Aug,2023-08,2023Q3,-5.685336335491134,106.59,Low,Loss-Making,213.18,-12.12
1368,CA-2024-101367,2024-07-06,2024-07-09,Second Class,Medium,CUST-3575,Hamza Attari,5+ Years,26-35,Corporate,United States,Nashville,Tennessee,37201.0,South,Corporate Portal,Bank Transfer,No,TEC-PH-3001,Technology,Phones,Smart Office Phone,117.29,4,0.0,21.95,3,2024,7,Jul,2024-07,2024Q3,18.71429789410862,29.3225,Low,Profitable,117.29,21.95
1369,CA-2024-101368,2024-12-16,2024-12-20,Standard Class,Medium,CUST-7754,Hassaan Hassan,3-5 Years,46-60,Corporate,United States,Atlanta,Georgia,30301.0,South,Online,Credit Card,No,TEC-CO-3003,Technology,Copiers,Laser Copier,1900.1,2,0.1,-110.45,4,2024,12,Dec,2024-12,2024Q4,-5.812851955160255,950.05,Premium,Loss-Making,1900.1,-110.45
1370,CA-2023-101369,2023-04-21,2023-04-22,Second Class,High,CUST-2581,Danish Hassan,3-5 Years,36-45,Home Office,United States,Columbus,Ohio,43215.0,East,Retail Store,Bank Transfer,No,TEC-PR-3005,Technology,Printers,Inkjet Printer,1987.28,6,0.0,286.7,1,2023,4,Apr,2023-04,2023Q2,14.426754156434926,331.2133333333333,Premium,Profitable,1987.28,286.7
1371,CA-2023-101370,2023-09-08,2023-09-13,First Class,Medium,CUST-2986,Abdullah Siddiqui,3-5 Years,26-35,Consumer,United States,Seattle,Washington,98101.0,West,Retail Store,Bank Transfer,No,TEC-PH-3001,Technology,Phones,Smart Office Phone,406.58,1,0.15,32.11,5,2023,9,Sep,2023-09,2023Q3,7.897584731172218,406.58,Medium,Profitable,406.58,32.11
1372,CA-2024-101371,2024-01-18,2024-01-28,Second Class,Medium,CUST-3240,Mariam Nawaz,New,26-35,Consumer,United States,San Francisco,California,94102.0,West,Retail Store,Credit Card,No,TEC-AC-3002,Technology,Accessories,Wireless Mouse,42.37,5,0.25,5.9,10,2024,1,Jan,2024-01,2024Q1,13.924946896388956,8.474,Very Low,Profitable,42.37,5.9
1373,CA-2023-101372,2023-01-07,2023-01-09,Standard Class,Medium,CUST-4966,Hassaan Hassan,5+ Years,60+,Home Office,United States,Columbus,Ohio,43215.0,East,Online,PayPal,No,FUR-TA-1002,Furniture,Tables,Executive Conference Table,5500.0,7,0.2,284.27,2,2023,1,Jan,2023-01,2023Q1,5.1685454545454546,785.7142857142857,Premium,Profitable,5500.0,284.27
1374,CA-2024-101373,2024-04-03,2024-04-09,Second Class,Medium,CUST-8604,Ayesha Siddiqui,1-2 Years,46-60,Consumer,United States,San Francisco,California,94102.0,West,Retail Store,Credit Card,No,TEC-MA-3004,Technology,Machines,Document Scanner,5500.0,5,0.1,78.27,6,2024,4,Apr,2024-04,2024Q2,1.4230909090909092,1100.0,Premium,Profitable,5500.0,78.27
1375,CA-2023-101374,2023-07-27,2023-08-04,Standard Class,Low,CUST-9320,Danish Rauf,3-5 Years,18-25,Home Office,United States,Chicago,Illinois,60601.0,Central,Online,Credit Card,No,FUR-BO-1003,Furniture,Bookcases,Wooden Bookcase,558.85,4,0.0,64.31,8,2023,7,Jul,2023-07,2023Q3,11.50756016820256,139.7125,Medium,Profitable,558.85,64.31
1376,CA-2025-101375,2025-06-18,2025-06-26,Second Class,Medium,CUST-6968,Abdullah Hassan,1-2 Years,26-35,Home Office,United States,Detroit,Michigan,48201.0,Central,Corporate Portal,Bank Transfer,No,TEC-PR-3005,Technology,Printers,Inkjet Printer,1571.41,9,0.3,91.27,8,2025,6,Jun,2025-06,2025Q2,5.808159550976511,174.60111111111112,Premium,Profitable,1571.41,91.27
1377,CA-2023-101376,2023-01-22,2023-01-31,Second Class,High,CUST-8493,Ayesha Rauf,1-2 Years,26-35,Corporate,United States,New York City,New York,10001.0,East,Online,Bank Transfer,No,OFF-ST-2003,Office Supplies,Storage,Plastic Storage Box,93.64,2,0.15,7.22,9,2023,1,Jan,2023-01,2023Q1,7.7103801794105085,46.82,Very Low,Profitable,93.64,7.22
1378,CA-2024-101377,2024-02-14,2024-02-18,Standard Class,Medium,CUST-5103,Sara Rauf,3-5 Years,36-45,Home Office,United States,Philadelphia,Pennsylvania,19104.0,East,Online,Credit Card,No,OFF-PA-2001,Office Supplies,Paper,Premium Copy Paper,43.31,1,0.2,-0.13,4,2024,2,Feb,2024-02,2024Q1,-0.30016162549064884,43.31,Very Low,Loss-Making,43.31,-0.13
1379,CA-2025-101378,2025-06-13,2025-06-22,First Class,Medium,CUST-3076,Ali Chaudhry,5+ Years,36-45,Corporate,United States,Phoenix,Arizona,85001.0,West,Online,Credit Card,No,OFF-ST-2003,Office Supplies,Storage,Plastic Storage Box,283.55,3,0.2,11.64,9,2025,6,Jun,2025-06,2025Q2,4.105096102980074,94.51666666666667,Low,Profitable,283.55,11.64
1380,CA-2024-101379,2024-05-29,2024-06-04,Standard Class,Low,CUST-6231,Sara Rana,3-5 Years,26-35,Home Office,United States,St. Louis,Missouri,63101.0,Central,Corporate Portal,Credit Card,No,OFF-ST-2003,Office Supplies,Storage,Plastic Storage Box,35.71,1,0.2,4.93,6,2024,5,May,2024-05,2024Q2,13.805656678801457,35.71,Very Low,Profitable,35.71,4.93
1381,CA-2025-101380,2025-03-19,2025-03-21,Same Day,Medium,CUST-3994,Noor Attari,3-5 Years,46-60,Consumer,United States,Portland,Oregon,97201.0,West,Retail Store,Credit Card,No,FUR-TA-1002,Furniture,Tables,Executive Conference Table,5500.0,9,0.1,258.36,2,2025,3,Mar,2025-03,2025Q1,4.697454545454546,611.1111111111111,Premium,Profitable,5500.0,258.36
1382,CA-2025-101381,2025-05-23,2025-05-27,First Class,Low,CUST-4744,Hamza Attari,New,36-45,Corporate,United States,Miami,Florida,33101.0,South,Retail Store,Credit Card,No,OFF-PA-2001,Office Supplies,Paper,Premium Copy Paper,10.65,2,0.2,0.45,4,2025,5,May,2025-05,2025Q2,4.225352112676056,5.325,Very Low,Profitable,10.65,0.45
1383,CA-2023-101382,2023-01-14,2023-01-19,Standard Class,Medium,CUST-6594,Hina Butt,3-5 Years,36-45,Corporate,United States,Los Angeles,California,90001.0,West,Retail Store,Credit Card,No,FUR-FU-1004,Furniture,Furnishings,Desk Lamp,322.94,6,0.15,-6.89,5,2023,1,Jan,2023-01,2023Q1,-2.1335232550938255,53.82333333333333,Medium,Loss-Making,322.94,-6.89
1384,CA-2025-101383,2025-08-28,2025-08-30,Same Day,Medium,CUST-8531,Ayesha Rauf,1-2 Years,60+,Corporate,United States,Richmond,Virginia,23219.0,South,Corporate Portal,Credit Card,No,TEC-AC-3002,Technology,Accessories,Wireless Mouse,306.62,6,0.25,51.87,2,2025,8,Aug,2025-08,2025Q3,16.916704715935033,51.10333333333333,Medium,Profitable,306.62,51.87
1385,CA-2025-101384,2025-09-04,2025-09-09,First Class,High,CUST-8371,Abdullah Rauf,New,26-35,Consumer,United States,Richmond,Virginia,Unknown,South,Online,Bank Transfer,No,TEC-MA-3004,Technology,Machines,Document Scanner,1624.5,2,0.2,5.75,5,2025,9,Sep,2025-09,2025Q3,0.35395506309633734,812.25,Premium,Profitable,1624.5,5.75
1386,CA-2025-101385,2025-10-10,2025-10-15,Second Class,Medium,CUST-2644,Noor Iqbal,New,26-35,Home Office,United States,San Francisco,California,94102.0,West,Retail Store,Cash on Delivery,No,OFF-ST-2003,Office Supplies,Storage,Plastic Storage Box,396.85,5,0.0,26.13,5,2025,10,Oct,2025-10,2025Q4,6.584351770190247,79.37,Medium,Profitable,396.85,26.13
1387,CA-2025-101386,2025-11-01,2025-11-03,Same Day,Medium,CUST-4144,Hamza Ahmed,3-5 Years,36-45,Consumer,United States,Boston,Massachusetts,2108.0,East,Retail Store,Bank Transfer,No,FUR-CH-1001,Furniture,Chairs,Ergonomic Office Chair,185.1,1,0.05,-8.9,2,2025,11,Nov,2025-11,2025Q4,-4.808211777417613,185.1,Low,Loss-Making,185.1,-8.9
1388,CA-2023-101387,2023-03-28,2023-04-01,Standard Class,Medium,CUST-1242,Abdullah Hassan,5+ Years,46-60,Consumer,United States,Newark,New Jersey,7102.0,East,Online,PayPal,No,FUR-FU-1004,Furniture,Furnishings,Desk Lamp,42.42,3,0.0,4.07,4,2023,3,Mar,2023-03,2023Q1,9.594530881659596,14.14,Very Low,Profitable,42.42,4.07
1389,CA-2025-101388,2025-06-27,2025-07-03,Second Class,High,CUST-5085,Fatima Qureshi,3-5 Years,26-35,Corporate,United States,Seattle,Washington,98101.0,West,Online,Credit Card,No,TEC-PH-3001,Technology,Phones,Smart Office Phone,464.73,1,0.0,132.16,6,2025,6,Jun,2025-06,2025Q2,28.43801777376111,464.73,Medium,Profitable,464.73,132.16
1390,CA-2023-101389,2023-05-02,2023-05-06,Second Class,Low,CUST-8954,Faraha Butt,New,46-60,Corporate,United States,Newark,New Jersey,7102.0,East,Online,PayPal,No,FUR-CH-1001,Furniture,Chairs,Ergonomic Office Chair,1935.2,9,0.15,-18.0,4,2023,5,May,2023-05,2023Q2,-0.9301364200082679,215.02222222222224,Premium,Loss-Making,1935.2,-18.0
1391,CA-2025-101390,2025-01-19,2025-01-20,Standard Class,Medium,CUST-8269,Rehan Azeem,New,18-25,Consumer,United States,St. Louis,Missouri,63101.0,Central,Online,Bank Transfer,No,TEC-CO-3003,Technology,Copiers,Laser Copier,4510.62,10,0.25,-2.49,1,2025,1,Jan,2025-01,2025Q1,-0.05520305412559693,451.062,Premium,Loss-Making,4510.62,-2.49
1392,CA-2024-101391,2024-11-15,2024-11-16,Second Class,High,CUST-8130,Abdullah Hassan,1-2 Years,18-25,Home Office,United States,Detroit,Michigan,48201.0,Central,Online,Bank Transfer,No,TEC-PR-3005,Technology,Printers,Inkjet Printer,262.2,2,0.0,84.14,1,2024,11,Nov,2024-11,2024Q4,32.09000762776507,131.1,Low,Profitable,262.2,84.14
1393,CA-2023-101392,2023-11-05,2023-11-08,Standard Class,Medium,CUST-7828,Danish Rauf,New,26-35,Home Office,United States,Philadelphia,Pennsylvania,19104.0,East,Online,Credit Card,No,FUR-BO-1003,Furniture,Bookcases,Wooden Bookcase,367.84,2,0.1,27.26,3,2023,11,Nov,2023-11,2023Q4,7.410830795998261,183.92,Medium,Profitable,367.84,27.26
1394,CA-2024-101393,2024-11-25,2024-12-03,Standard Class,Medium,CUST-9362,Iqra Butt,1-2 Years,60+,Home Office,United States,Los Angeles,California,90001.0,West,Retail Store,Credit Card,Yes,FUR-TA-1002,Furniture,Tables,Executive Conference Table,889.85,6,0.3,-181.35,8,2024,11,Nov,2024-11,2024Q4,-20.379839298758217,148.30833333333334,High,Loss-Making,889.85,-181.35
1395,CA-2023-101394,2023-10-15,2023-10-17,Same Day,High,CUST-9844,Ayesha Siddiqui,3-5 Years,36-45,Consumer,United States,Nashville,Tennessee,37201.0,South,Online,Bank Transfer,No,OFF-AR-2004,Office Supplies,Art,Marker Set,21.71,2,0.2,0.67,2,2023,10,Oct,2023-10,2023Q4,3.086135421464763,10.855,Very Low,Profitable,21.71,0.67
1396,CA-2023-101395,2023-11-03,2023-11-08,Second Class,Medium,CUST-7331,Danish Khan,5+ Years,18-25,Home Office,United States,Richmond,Virginia,23219.0,South,Online,Credit Card,No,TEC-MA-3004,Technology,Machines,Document Scanner,1128.46,8,0.1,227.41,5,2023,11,Nov,2023-11,2023Q4,20.152242879676727,141.0575,High,Profitable,1128.46,227.41
1397,CA-2025-101396,2025-07-02,2025-07-04,First Class,High,CUST-4512,Noor Azeem,1-2 Years,60+,Home Office,United States,Minneapolis,Minnesota,55401.0,Central,Corporate Portal,PayPal,No,OFF-AR-2004,Office Supplies,Art,Marker Set,51.68,4,0.2,3.46,2,2025,7,Jul,2025-07,2025Q3,6.695046439628483,12.92,Very Low,Profitable,51.68,3.46
1398,CA-2024-101397,2024-10-23,2024-10-26,Standard Class,Medium,CUST-2499,Abdullah Qureshi,New,36-45,Home Office,United States,Los Angeles,California,90001.0,West,Online,Credit Card,No,TEC-CO-3003,Technology,Copiers,Laser Copier,620.81,3,0.1,67.98,3,2024,10,Oct,2024-10,2024Q4,10.950210209242766,206.93666666666664,Medium,Profitable,620.81,67.98
1399,CA-2024-101398,2024-07-02,2024-07-09,First Class,Medium,CUST-3158,Hina Khan,3-5 Years,46-60,Corporate,United States,Minneapolis,Minnesota,55401.0,Central,Online,Credit Card,No,FUR-TA-1002,Furniture,Tables,Executive Conference Table,4700.23,7,0.0,258.02,7,2024,7,Jul,2024-07,2024Q3,5.489518598026054,671.4614285714285,Premium,Profitable,4700.23,258.02
1400,CA-2023-101399,2023-11-08,2023-11-13,Second Class,Medium,CUST-6162,Mariam Qureshi,3-5 Years,26-35,Consumer,United States,Minneapolis,Minnesota,55401.0,Central,Retail Store,Bank Transfer,No,FUR-FU-1004,Furniture,Furnishings,Desk Lamp,80.86,4,0.0,-0.13,5,2023,11,Nov,2023-11,2023Q4,-0.1607717041800643,20.215,Very Low,Loss-Making,80.86,-0.13
1401,CA-2025-101400,2025-05-22,2025-05-23,Same Day,High,CUST-5039,Noor Butt,3-5 Years,18-25,Home Office,United States,Unknown,Ohio,43215.0,East,Online,PayPal,No,TEC-MA-3004,Technology,Machines,Document Scanner,5500.0,8,0.0,541.39,1,2025,5,May,2025-05,2025Q2,9.843454545454545,687.5,Premium,Profitable,5500.0,541.39
1402,CA-2025-101401,2025-07-12,2025-07-15,Standard Class,Critical,CUST-3035,Mariam Qureshi,New,36-45,Consumer,United States,Philadelphia,Pennsylvania,19104.0,East,Online,Credit Card,No,TEC-MA-3004,Technology,Machines,Document Scanner,5403.22,9,0.05,784.91,3,2025,7,Jul,2025-07,2025Q3,14.526708148104278,600.3577777777778,Premium,Profitable,5403.22,784.91
1403,CA-2025-101402,2025-01-24,2025-01-25,Second Class,Medium,CUST-8977,Mariam Qureshi,1-2 Years,46-60,Consumer,United States,Minneapolis,Minnesota,55401.0,Central,Online,Bank Transfer,No,FUR-FU-1004,Furniture,Furnishings,Desk Lamp,24.63,1,0.3,1.14,1,2025,1,Jan,2025-01,2025Q1,4.6285018270401945,24.63,Very Low,Profitable,24.63,1.14
1404,CA-2023-101403,2023-02-04,2023-02-08,Second Class,Medium,CUST-1857,Ahmed Butt,5+ Years,36-45,Home Office,United States,Detroit,Michigan,48201.0,Central,Partner Reseller,Credit Card,No,TEC-PR-3005,Technology,Printers,Inkjet Printer,579.85,1,0.2,13.49,4,2023,2,Feb,2023-02,2023Q1,2.3264637406225748,579.85,Medium,Profitable,579.85,13.49
1405,CA-2024-101404,2024-03-20,2024-03-25,Standard Class,Medium,CUST-4823,Hina Hassan,New,36-45,Home Office,United States,Philadelphia,Pennsylvania,19104.0,East,Retail Store,Bank Transfer,No,TEC-CO-3003,Technology,Copiers,Laser Copier,2105.21,10,0.1,452.43,5,2024,3,Mar,2024-03,2024Q1,21.490967646933086,210.52100000000002,Premium,Profitable,2105.21,452.43
1406,CA-2023-101405,2023-04-03,2023-04-05,Second Class,Low,CUST-7770,Abdullah Ahmed,3-5 Years,46-60,Home Office,United States,Phoenix,Arizona,85001.0,West,Corporate Portal,PayPal,No,FUR-CH-1001,Furniture,Chairs,Ergonomic Office Chair,1156.23,8,0.1,-29.96,2,2023,4,Apr,2023-04,2023Q2,-2.591179955545177,144.52875,High,Loss-Making,1156.23,-29.96
1407,CA-2023-101406,2023-12-19,2023-12-22,Standard Class,Medium,CUST-1298,Noor Khan,New,26-35,Home Office,United States,Portland,Oregon,97201.0,West,Partner Reseller,PayPal,No,OFF-PA-2001,Office Supplies,Paper,Premium Copy Paper,16.67,1,0.0,-0.22,3,2023,12,Dec,2023-12,2023Q4,-1.319736052789442,16.67,Very Low,Loss-Making,16.67,-0.22
1408,CA-2025-101407,2025-06-21,2025-06-24,Same Day,Medium,CUST-8244,Rehan Nawaz,1-2 Years,36-45,Corporate,United States,San Francisco,California,94102.0,West,Partner Reseller,Credit Card,No,OFF-LA-2005,Office Supplies,Labels,Address Labels,115.68,7,0.15,12.81,3,2025,6,Jun,2025-06,2025Q2,11.073651452282157,16.525714285714287,Low,Profitable,115.68,12.81
1409,CA-2025-101408,2025-05-11,2025-05-19,Standard Class,Medium,CUST-1923,Hamza Ahmed,3-5 Years,26-35,Consumer,United States,Charlotte,North Carolina,28201.0,South,Retail Store,Credit Card,No,OFF-BI-2002,Office Supplies,Binders,Heavy Duty Binder,18.67,3,0.2,3.29,8,2025,5,May,2025-05,2025Q2,17.62185324049277,6.223333333333334,Very Low,Profitable,18.67,3.29
1410,CA-2023-101409,2023-06-08,2023-06-18,Same Day,Medium,CUST-5232,Rehan Nawaz,1-2 Years,18-25,Corporate,United States,Phoenix,Arizona,85001.0,West,Retail Store,Bank Transfer,Yes,TEC-PH-3001,Technology,Phones,Smart Office Phone,493.69,2,0.0,-28.86,10,2023,6,Jun,2023-06,2023Q2,-5.845773663635074,246.845,Medium,Loss-Making,493.69,-28.86
1411,CA-2025-101410,2025-08-14,2025-08-15,First Class,Medium,CUST-5306,Hassaan Hassan,3-5 Years,26-35,Corporate,United States,New York City,New York,10001.0,East,Online,Credit Card,No,TEC-PH-3001,Technology,Phones,Smart Office Phone,4594.98,8,0.0,295.96,1,2025,8,Aug,2025-08,2025Q3,6.440942071565056,574.3725,Premium,Profitable,4594.98,295.96
1412,CA-2023-101411,2023-01-24,2023-01-30,Second Class,Critical,CUST-3799,Fatima Rana,1-2 Years,46-60,Corporate,United States,Minneapolis,Minnesota,55401.0,Central,Online,PayPal,No,TEC-MA-3004,Technology,Machines,Document Scanner,1480.24,2,0.15,241.86,6,2023,1,Jan,2023-01,2023Q1,16.33924228503486,740.12,High,Profitable,1480.24,241.86
1413,CA-2024-101412,2024-02-08,2024-02-11,Same Day,High,CUST-7578,Hassaan Rana,5+ Years,46-60,Corporate,United States,Boston,Massachusetts,2108.0,East,Retail Store,Bank Transfer,No,FUR-FU-1004,Furniture,Furnishings,Desk Lamp,320.05,9,0.1,-11.48,3,2024,2,Feb,2024-02,2024Q1,-3.586939540696766,35.56111111111111,Medium,Loss-Making,320.05,-11.48
1414,CA-2025-101413,2025-03-15,2025-03-18,Standard Class,Low,CUST-5875,Abdullah Qureshi,1-2 Years,26-35,Home Office,United States,San Francisco,California,94102.0,West,Retail Store,Credit Card,No,TEC-MA-3004,Technology,Machines,Document Scanner,643.95,2,0.05,136.47,3,2025,3,Mar,2025-03,2025Q1,21.192639180060564,321.975,Medium,Profitable,643.95,136.47
1415,CA-2024-101414,2024-05-30,2024-06-05,Standard Class,High,CUST-6326,Noor Khan,New,26-35,Home Office,United States,Atlanta,Georgia,30301.0,South,Partner Reseller,PayPal,No,OFF-PA-2001,Office Supplies,Paper,Premium Copy Paper,131.77,5,0.15,20.97,6,2024,5,May,2024-05,2024Q2,15.914092737345372,26.354000000000003,Low,Profitable,131.77,20.97
1416,CA-2025-101415,2025-01-01,2025-01-09,First Class,Medium,CUST-7582,Hamza Qureshi,1-2 Years,18-25,Consumer,United States,Chicago,Illinois,60601.0,Central,Online,Credit Card,No,OFF-AR-2004,Office Supplies,Art,Marker Set,6.3,2,0.1,0.72,8,2025,1,Jan,2025-01,2025Q1,11.428571428571429,3.15,Very Low,Profitable,6.3,0.72
1417,CA-2024-101416,2024-06-15,2024-06-24,Same Day,High,CUST-2802,Faraha Iqbal,3-5 Years,60+,Home Office,United States,Chicago,Illinois,60601.0,Central,Retail Store,Cash on Delivery,No,FUR-CH-1001,Furniture,Chairs,Ergonomic Office Chair,1198.14,4,0.0,173.47,9,2024,6,Jun,2024-06,2024Q2,14.478274659054868,299.535,High,Profitable,1198.14,173.47
1418,CA-2025-101417,2025-08-13,2025-08-17,Same Day,Medium,CUST-3657,Ahmed Butt,3-5 Years,36-45,Home Office,United States,Atlanta,Georgia,30301.0,South,Retail Store,PayPal,No,OFF-AR-2004,Office Supplies,Art,Marker Set,73.24,5,0.05,12.77,4,2025,8,Aug,2025-08,2025Q3,17.43582741671218,14.648,Very Low,Profitable,73.24,12.77
1419,CA-2023-101418,2023-06-01,2023-06-04,First Class,Medium,CUST-4346,Danish Hassan,1-2 Years,60+,Home Office,United States,Seattle,Washington,98101.0,West,Online,PayPal,No,OFF-AR-2004,Office Supplies,Art,Marker Set,14.59,2,0.05,2.75,3,2023,6,Jun,2023-06,2023Q2,18.848526387936943,7.295,Very Low,Profitable,14.59,2.75
1420,CA-2025-101419,2025-08-04,2025-08-10,First Class,High,CUST-3949,Ammar Qureshi,3-5 Years,46-60,Home Office,United States,Phoenix,Arizona,85001.0,West,Retail Store,Credit Card,No,TEC-CO-3003,Technology,Copiers,Laser Copier,1665.29,4,0.25,147.57,6,2025,8,Aug,2025-08,2025Q3,8.861519615202157,416.3225,Premium,Profitable,1665.29,147.57
1421,CA-2024-101420,2024-08-30,2024-09-01,First Class,Medium,CUST-1941,Ayesha Rauf,3-5 Years,26-35,Corporate,United States,San Francisco,California,94102.0,West,Retail Store,Cash on Delivery,No,TEC-CO-3003,Technology,Copiers,Laser Copier,3559.13,3,0.3,449.61,2,2024,8,Aug,2024-08,2024Q3,12.632581557852621,1186.3766666666668,Premium,Profitable,3559.13,449.61
1422,CA-2024-101421,2024-02-24,2024-02-28,Same Day,High,CUST-2907,Hamza Qureshi,3-5 Years,18-25,Consumer,United States,Minneapolis,Minnesota,55401.0,Central,Online,PayPal,No,OFF-PA-2001,Office Supplies,Paper,Premium Copy Paper,26.06,1,0.25,0.99,4,2024,2,Feb,2024-02,2024Q1,3.7989255564082884,26.06,Very Low,Profitable,26.06,0.99
1423,CA-2025-101422,2025-05-15,2025-05-18,Second Class,High,CUST-5837,Iqra Hassan,3-5 Years,26-35,Home Office,United States,Columbus,Ohio,43215.0,East,Online,Credit Card,No,TEC-PR-3005,Technology,Printers,Inkjet Printer,1833.0,7,0.2,251.68,3,2025,5,May,2025-05,2025Q2,13.73049645390071,261.85714285714283,Premium,Profitable,1833.0,251.68
1424,CA-2024-101423,2024-07-31,2024-08-05,Same Day,Critical,CUST-9105,Noor Attari,3-5 Years,18-25,Consumer,United States,Charlotte,North Carolina,28201.0,South,Online,Credit Card,No,TEC-MA-3004,Technology,Machines,Document Scanner,1498.57,2,0.1,587.64,5,2024,7,Jul,2024-07,2024Q3,39.21338342553234,749.285,High,Profitable,1498.57,587.64
1425,CA-2023-101424,2023-12-01,2023-12-03,Same Day,Medium,CUST-2243,Hamza Qureshi,1-2 Years,26-35,Consumer,United States,Minneapolis,Minnesota,55401.0,Central,Online,Credit Card,No,OFF-PA-2001,Office Supplies,Paper,Premium Copy Paper,86.69,4,0.15,7.48,2,2023,12,Dec,2023-12,2023Q4,8.628446187564887,21.6725,Very Low,Profitable,86.69,7.48
1426,CA-2025-101425,2025-07-20,2025-07-22,Same Day,Medium,CUST-6696,Ahmed Ahmed,New,26-35,Consumer,United States,Houston,Texas,77001.0,Central,Retail Store,Cash on Delivery,No,TEC-MA-3004,Technology,Machines,Document Scanner,1712.2,4,0.3,-95.58,2,2025,7,Jul,2025-07,2025Q3,-5.582291788342483,428.05,Premium,Loss-Making,1712.2,-95.58
1427,CA-2023-101426,2023-10-22,2023-10-30,First Class,Medium,CUST-2466,Hina Khan,New,36-45,Corporate,United States,Minneapolis,Minnesota,55401.0,Central,Online,PayPal,No,FUR-TA-1002,Furniture,Tables,Executive Conference Table,2223.29,4,0.0,142.75,8,2023,10,Oct,2023-10,2023Q4,6.42066487052971,555.8225,Premium,Profitable,2223.29,142.75
1428,CA-2025-101427,2025-01-24,2025-01-26,Standard Class,Critical,CUST-4957,Hina Hassan,5+ Years,36-45,Home Office,United States,Philadelphia,Pennsylvania,19104.0,East,Online,Cash on Delivery,No,TEC-CO-3003,Technology,Copiers,Laser Copier,203.62,1,0.1,25.08,2,2025,1,Jan,2025-01,2025Q1,12.317061192417247,203.62,Low,Profitable,203.62,25.08
1429,CA-2023-101428,2023-07-05,2023-07-09,Standard Class,Medium,CUST-2966,Hina Siddiqui,New,26-35,Consumer,United States,Boston,Massachusetts,2108.0,East,Online,PayPal,No,FUR-BO-1003,Furniture,Bookcases,Wooden Bookcase,773.76,3,0.15,-3.24,4,2023,7,Jul,2023-07,2023Q3,-0.4187344913151365,257.92,High,Loss-Making,773.76,-3.24
1430,CA-2024-101429,2024-09-28,2024-09-30,First Class,Medium,CUST-1375,Danish Khan,1-2 Years,36-45,Home Office,United States,New York City,New York,10001.0,East,Online,Bank Transfer,No,OFF-BI-2002,Office Supplies,Binders,Heavy Duty Binder,36.19,3,0.15,5.19,2,2024,9,Sep,2024-09,2024Q3,14.340978170765407,12.063333333333333,Very Low,Profitable,36.19,5.19
1431,CA-2024-101430,2024-06-13,2024-06-14,Standard Class,Medium,CUST-1262,Danish Rauf,5+ Years,18-25,Consumer,United States,Minneapolis,Minnesota,55401.0,Central,Online,Credit Card,No,TEC-MA-3004,Technology,Machines,Document Scanner,501.69,6,0.0,140.7,1,2024,6,Jun,2024-06,2024Q2,28.04520719966513,83.615,Medium,Profitable,501.69,140.7
1432,CA-2023-101431,2023-01-21,2023-01-22,Standard Class,Medium,CUST-5362,Fatima Khan,New,46-60,Consumer,United States,Newark,New Jersey,7102.0,East,Online,Credit Card,No,OFF-PA-2001,Office Supplies,Paper,Premium Copy Paper,25.77,7,0.1,2.05,1,2023,1,Jan,2023-01,2023Q1,7.954986418315871,3.6814285714285715,Very Low,Profitable,25.77,2.05
1433,CA-2025-101432,2025-06-29,2025-07-01,First Class,Medium,CUST-7502,Mariam Qureshi,3-5 Years,36-45,Consumer,United States,Minneapolis,Minnesota,55401.0,Central,Retail Store,Credit Card,No,FUR-CH-1001,Furniture,Chairs,Ergonomic Office Chair,210.19,4,0.2,-24.25,2,2025,6,Jun,2025-06,2025Q2,-11.537180646082117,52.5475,Low,Loss-Making,210.19,-24.25
1434,CA-2025-101433,2025-05-16,2025-05-23,First Class,Medium,CUST-8833,Abdullah Ahmed,3-5 Years,26-35,Home Office,United States,Phoenix,Arizona,85001.0,West,Corporate Portal,Bank Transfer,No,TEC-AC-3002,Technology,Accessories,Wireless Mouse,15.26,1,0.1,2.38,7,2025,5,May,2025-05,2025Q2,15.59633027522936,15.26,Very Low,Profitable,15.26,2.38
