Row ID,Order ID,Order Date,Ship Date,Ship Mode,Order Priority,Customer ID,Customer Name,Customer Tenure Group,Customer Age Group,Segment,Country,City,State,Postal Code,Region,Sales Channel,Payment Method,Returned,Product ID,Category,Sub-Category,Product Name,Sales,Quantity,Discount,Profit
1140,CA-2024-101139,2024-12-10,2024-12-12,First Class,Medium,CUST-7447,Hassaan Chaudhry,3-5 Years,36-45,Consumer,United States,New York City,New York,10001.0,East,Retail Store,Cash on Delivery,No,OFF-BI-2002,Office Supplies,Binders,Heavy Duty Binder,54.11,11,0.0,6.59
1141,CA-2025-101140,2025-03-17,2025-03-20,First Class,Low,CUST-3345,Noor Attari,5+ Years,46-60,Consumer,United States,St. Louis,Missouri,63101.0,Central,Partner Reseller,PayPal,No,TEC-MA-3004,Technology,Machines,Document Scanner,540.1,2,0.0,23.12
1142,CA-2023-101141,2023-01-11,2023-01-17,Second Class,High,CUST-1075,Mariam Nawaz,3-5 Years,18-25,Consumer,United States,St. Louis,Missouri,63101.0,Central,Retail Store,Credit Card,No,TEC-CO-3003,Technology,Copiers,Laser Copier,3376.94,3,0.0,709.43
1143,CA-2023-101142,2023-08-14,2023-08-22,Second Class,Medium,CUST-6877,Iqra Khan,3-5 Years,18-25,Consumer,United States,Boston,Massachusetts,2108.0,East,Online,Credit Card,No,OFF-LA-2005,Office Supplies,Labels,Address Labels,10.63,5,0.0,1.12
1144,CA-2024-101143,2024-07-17,2024-07-20,Same Day,Low,CUST-7785,Ahmed Butt,1-2 Years,18-25,Home Office,United States,Philadelphia,Pennsylvania,19104.0,East,Online,PayPal,No,OFF-LA-2005,Office Supplies,Labels,Address Labels,62.72,7,0.1,15.27
1145,CA-2025-101144,2025-02-10,2025-02-18,Second Class,Medium,CUST-5922,Iqra Khan,New,46-60,Consumer,United States,Boston,Massachusetts,2108.0,East,Corporate Portal,Cash on Delivery,No,OFF-LA-2005,Office Supplies,Labels,Address Labels,7.33,3,0.4,-0.08
1146,CA-2025-101145,2025-06-03,2025-06-06,Standard Class,Low,CUST-9090,Ayesha Khan,New,18-25,Corporate,United States,Minneapolis,Minnesota,55401.0,Central,Online,Credit Card,No,OFF-BI-2002,Office Supplies,Binders,Heavy Duty Binder,41.35,2,0.15,2.67
1147,CA-2023-101146,2023-08-14,2023-08-18,Standard Class,High,CUST-3330,Abdullah Ahmed,1-2 Years,60+,Home Office,United States,Portland,Oregon,97201.0,West,Online,Credit Card,No,TEC-AC-3002,Technology,Accessories,Wireless Mouse,234.51,9,0.0,14.24
1148,CA-2025-101147,2025-04-04,2025-04-06,Standard Class,Medium,CUST-5686,Iqra Hassan,5+ Years,26-35,Home Office,United States,Nashville,Tennessee,37201.0,South,Retail Store,Credit Card,No,OFF-AR-2004,Office Supplies,Art,Marker Set,67.13,5,0.1,-0.87
1149,CA-2023-101148,2023-08-06,2023-08-11,Same Day,Medium,CUST-2902,Iqra Khan,3-5 Years,26-35,Consumer,United States,San Francisco,California,94102.0,West,Retail Store,Bank Transfer,No,FUR-FU-1004,Furniture,Furnishings,Desk Lamp,40.84,1,0.1,3.78
1150,CA-2025-101149,2025-07-25,2025-08-03,Standard Class,Medium,CUST-5670,Iqra Hassan,3-5 Years,18-25,Home Office,United States,Nashville,Tennessee,37201.0,South,Corporate Portal,Credit Card,No,OFF-AR-2004,Office Supplies,Art,Marker Set,11.91,1,0.0,1.25
1151,CA-2025-101150,2025-01-22,2025-01-27,Standard Class,Low,CUST-8143,Ammar Qureshi,New,36-45,Corporate,United States,Charlotte,North Carolina,28201.0,South,Online,Bank Transfer,No,TEC-MA-3004,Technology,Machines,Document Scanner,1848.66,3,0.3,493.28
1152,CA-2024-101151,2024-05-20,2024-05-23,Same Day,High,CUST-3059,Fatima Iqbal,3-5 Years,36-45,Corporate,United States,Columbus,Ohio,43215.0,East,Online,Cash on Delivery,No,OFF-BI-2002,Office Supplies,Binders,Heavy Duty Binder,62.45,2,0.1,5.08
1153,CA-2023-101152,2023-09-16,2023-09-21,Standard Class,Medium,CUST-1140,Mariam Siddiqui,5+ Years,26-35,Home Office,United States,Phoenix,Arizona,85001.0,West,Partner Reseller,Bank Transfer,No,FUR-BO-1003,Furniture,Bookcases,Wooden Bookcase,860.6,2,0.4,-64.1
1154,CA-2023-101153,2023-02-23,2023-02-25,Standard Class,Medium,CUST-2789,Abdullah Hassan,1-2 Years,26-35,Consumer,United States,Newark,New Jersey,7102.0,East,Online,Credit Card,Yes,FUR-FU-1004,Furniture,Furnishings,Desk Lamp,130.69,8,0.05,-29.58
1155,CA-2025-101154,2025-12-06,2025-12-13,Same Day,Critical,CUST-1016,Bilal Rauf,1-2 Years,26-35,Home Office,United States,Columbus,Ohio,43215.0,East,Online,Cash on Delivery,No,OFF-ST-2003,Office Supplies,Storage,Plastic Storage Box,26.84,1,0.15,3.83
1156,CA-2024-101155,2024-12-27,2024-12-31,Standard Class,Medium,CUST-1464,Mariam Nawaz,3-5 Years,26-35,Consumer,United States,Seattle,Washington,98101.0,West,Online,Bank Transfer,No,TEC-PH-3001,Technology,Phones,Smart Office Phone,1699.23,6,0.0,197.01
1157,CA-2024-101156,2024-11-19,2024-11-23,First Class,Critical,CUST-5471,Ammar Qureshi,1-2 Years,26-35,Corporate,United States,Chicago,Illinois,60601.0,Central,Corporate Portal,Credit Card,No,OFF-AR-2004,Office Supplies,Art,Marker Set,21.7,2,0.1,2.82
1158,CA-2025-101157,2025-11-09,2025-11-13,Second Class,Medium,CUST-2827,Ahmed Siddiqui,5+ Years,26-35,Consumer,United States,St. Louis,Missouri,63101.0,Central,Corporate Portal,Bank Transfer,No,TEC-MA-3004,Technology,Machines,Document Scanner,802.97,6,0.0,204.71
1159,CA-2024-101158,2024-02-23,2024-02-28,Same Day,Medium,CUST-9711,Abdullah Rauf,1-2 Years,36-45,Consumer,United States,Phoenix,Arizona,85001.0,West,Partner Reseller,Bank Transfer,No,OFF-ST-2003,Office Supplies,Storage,Plastic Storage Box,166.64,6,0.25,5.44
1160,CA-2024-101159,2024-11-20,2024-11-21,Standard Class,Medium,CUST-6956,Noor Khan,New,26-35,Home Office,United States,Atlanta,Georgia,30301.0,South,Online,PayPal,No,OFF-PA-2001,Office Supplies,Paper,Premium Copy Paper,30.21,1,0.2,5.64
1161,CA-2025-101160,2025-04-29,2025-05-04,Same Day,High,CUST-1089,Ammar Qureshi,1-2 Years,26-35,Home Office,United States,Chicago,Illinois,60601.0,Central,Online,Cash on Delivery,No,TEC-MA-3004,Technology,Machines,Document Scanner,1168.17,4,0.2,66.75
1162,CA-2023-101161,2023-03-03,2023-03-05,First Class,Medium,CUST-5815,Ammar Chaudhry,New,26-35,Home Office,United States,Phoenix,Arizona,85001.0,West,Online,Credit Card,No,OFF-BI-2002,Office Supplies,Binders,Heavy Duty Binder,20.48,1,0.2,3.69
1163,CA-2023-101162,2023-08-04,2023-08-09,Second Class,Low,CUST-3851,Fatima Iqbal,1-2 Years,18-25,Corporate,United States,Chicago,Illinois,60601.0,Central,Corporate Portal,Credit Card,No,TEC-AC-3002,Technology,Accessories,Wireless Mouse,262.99,7,0.25,-4.39
1164,CA-2023-101163,2023-01-03,2023-01-09,Standard Class,Low,CUST-3843,Hina Butt,New,26-35,Corporate,United States,Atlanta,Georgia,30301.0,South,Online,Credit Card,No,OFF-ST-2003,Office Supplies,Storage,Plastic Storage Box,292.84,8,0.0,56.79
1165,CA-2023-101164,2023-06-09,2023-06-15,First Class,High,CUST-7543,Sara Rana,5+ Years,26-35,Home Office,United States,New York City,New York,10001.0,East,Online,PayPal,No,TEC-AC-3002,Technology,Accessories,Wireless Mouse,76.37,3,0.1,10.43
1166,CA-2025-101165,2025-02-19,2025-02-23,Second Class,Medium,CUST-6901,Hina Hassan,3-5 Years,18-25,Home Office,United States,Columbus,Ohio,43215.0,East,Retail Store,PayPal,No,FUR-CH-1001,Furniture,Chairs,Ergonomic Office Chair,387.5,3,0.15,-15.36
1167,CA-2025-101166,2025-06-11,2025-06-15,Same Day,Medium,CUST-1969,Fatima Rana,New,46-60,Corporate,United States,Seattle,Washington,98101.0,West,Online,Credit Card,No,OFF-PA-2001,Office Supplies,Paper,Premium Copy Paper,55.8,2,0.15,-3.68
1168,CA-2023-101167,2023-11-25,2023-11-27,Standard Class,Low,CUST-2094,Abdullah Qureshi,New,26-35,Home Office,United States,Los Angeles,California,90001.0,West,Retail Store,Credit Card,No,TEC-CO-3003,Technology,Copiers,Laser Copier,1042.71,6,0.2,88.78
1169,CA-2024-101168,2024-08-02,2024-08-08,Standard Class,High,CUST-7124,Noor Butt,1-2 Years,26-35,Home Office,United States,Charlotte,North Carolina,28201.0,South,Corporate Portal,Cash on Delivery,No,TEC-AC-3002,Technology,Accessories,Wireless Mouse,17.62,3,0.0,2.89
1170,CA-2025-101169,2025-08-09,2025-08-12,Standard Class,Critical,CUST-8347,Ammar Rauf,3-5 Years,46-60,Consumer,United States,Los Angeles,California,90001.0,West,Online,Cash on Delivery,No,OFF-ST-2003,Office Supplies,Storage,Plastic Storage Box,164.38,2,0.0,23.64
1171,CA-2024-101170,2024-09-26,2024-09-30,Standard Class,Low,CUST-4195,Fatima Rana,New,26-35,Corporate,United States,Boston,Massachusetts,2108.0,East,Online,Credit Card,Yes,OFF-AR-2004,Office Supplies,Art,Marker Set,58.54,3,0.3,-6.91
1172,CA-2025-101171,2025-09-14,2025-09-17,Same Day,Low,CUST-2404,Hassaan Hassan,New,46-60,Corporate,United States,Minneapolis,Minnesota,55401.0,Central,Online,PayPal,Yes,OFF-BI-2002,Office Supplies,Binders,Heavy Duty Binder,31.15,1,0.1,-4.88
1173,CA-2025-101172,2025-07-09,2025-07-11,Second Class,High,CUST-7940,Fatima Malik,1-2 Years,26-35,Corporate,United States,Nashville,Tennessee,37201.0,South,Online,Bank Transfer,No,TEC-CO-3003,Technology,Copiers,Laser Copier,5500.0,6,0.0,1818.64
1174,CA-2025-101173,2025-01-07,2025-01-12,Same Day,High,CUST-5290,Danish Malik,3-5 Years,36-45,Corporate,United States,St. Louis,Missouri,63101.0,Central,Online,Credit Card,No,TEC-PH-3001,Technology,Phones,Smart Office Phone,429.56,1,0.2,27.03
1175,CA-2023-101174,2023-06-19,2023-06-20,Second Class,Medium,CUST-4982,Ayesha Khan,New,36-45,Corporate,United States,Columbus,Ohio,43215.0,East,Retail Store,Credit Card,No,FUR-BO-1003,Furniture,Bookcases,Wooden Bookcase,2584.14,5,0.3,5.62
1176,CA-2024-101175,2024-06-04,2024-06-10,Same Day,Critical,CUST-6555,Ahmed Butt,3-5 Years,46-60,Home Office,United States,Atlanta,Georgia,30301.0,South,Online,Credit Card,Yes,OFF-AR-2004,Office Supplies,Art,Marker Set,46.13,2,0.0,-1.97
1177,CA-2023-101176,2023-02-09,2023-02-12,Second Class,Medium,CUST-8954,Mariam Qureshi,5+ Years,36-45,Consumer,United States,St. Louis,Missouri,63101.0,Central,Corporate Portal,Credit Card,No,TEC-MA-3004,Technology,Machines,Document Scanner,669.96,2,0.2,60.37
1178,CA-2025-101177,2025-08-12,2025-08-13,Second Class,Medium,CUST-5713,Zain Siddiqui,New,26-35,Home Office,United States,Detroit,Michigan,48201.0,Central,Online,Bank Transfer,No,OFF-BI-2002,Office Supplies,Binders,Heavy Duty Binder,17.05,5,0.3,0.12
1179,CA-2025-101178,2025-09-10,2025-09-14,First Class,High,CUST-4092,Ayesha Khan,1-2 Years,36-45,Corporate,United States,St. Louis,Missouri,63101.0,Central,Online,Credit Card,No,TEC-MA-3004,Technology,Machines,Document Scanner,5500.0,11,0.3,-61.73
1180,CA-2025-101179,2025-09-01,2025-09-02,Same Day,Medium,CUST-5159,Ammar Qureshi,New,26-35,Corporate,United States,Miami,Florida,33101.0,South,Online,Credit Card,No,FUR-FU-1004,Furniture,Furnishings,Desk Lamp,469.15,6,0.3,-36.13
1181,CA-2023-101180,2023-02-07,2023-02-10,Standard Class,Critical,CUST-7308,Ali Iqbal,New,36-45,Corporate,United States,Miami,Florida,33101.0,South,Corporate Portal,Bank Transfer,No,FUR-BO-1003,Furniture,Bookcases,Wooden Bookcase,294.11,2,0.1,-20.35
1182,CA-2023-101181,2023-11-24,2023-11-29,Second Class,Medium,CUST-8478,Danish Rauf,New,26-35,Home Office,United States,Boston,Massachusetts,2108.0,East,Online,Credit Card,No,OFF-ST-2003,Office Supplies,Storage,Plastic Storage Box,52.94,2,0.05,3.44
1183,CA-2025-101182,2025-07-02,2025-07-03,First Class,Medium,CUST-9476,Ahmed Butt,1-2 Years,36-45,Home Office,United States,Phoenix,Arizona,85001.0,West,Corporate Portal,PayPal,No,TEC-MA-3004,Technology,Machines,Document Scanner,358.6,7,0.0,54.75
1184,CA-2024-101183,2024-03-29,2024-04-05,Standard Class,High,CUST-5933,Hamza Malik,3-5 Years,36-45,Corporate,United States,Philadelphia,Pennsylvania,19104.0,East,Corporate Portal,Credit Card,No,OFF-ST-2003,Office Supplies,Storage,Plastic Storage Box,65.0,3,0.0,12.85
1185,CA-2023-101184,2023-02-06,2023-02-07,Standard Class,Medium,CUST-5926,Hassaan Chaudhry,1-2 Years,46-60,Consumer,United States,Philadelphia,Pennsylvania,19104.0,East,Corporate Portal,Bank Transfer,No,FUR-TA-1002,Furniture,Tables,Executive Conference Table,282.53,1,0.05,9.17
1186,CA-2025-101185,2025-08-30,2025-09-01,Same Day,Medium,CUST-4969,Ayesha Khan,New,26-35,Corporate,United States,Charlotte,North Carolina,28201.0,South,Retail Store,Cash on Delivery,No,FUR-CH-1001,Furniture,Chairs,Ergonomic Office Chair,772.06,7,0.05,17.88
1187,CA-2025-101186,2025-03-06,2025-03-12,First Class,High,CUST-3965,Ahmed Siddiqui,New,46-60,Consumer,United States,Philadelphia,Pennsylvania,19104.0,East,Online,Credit Card,No,FUR-FU-1004,Furniture,Furnishings,Desk Lamp,530.63,7,0.0,51.79
1188,CA-2025-101187,2025-08-30,2025-09-02,Second Class,Medium,CUST-5319,Ammar Chaudhry,1-2 Years,26-35,Home Office,United States,Detroit,Michigan,48201.0,Central,Corporate Portal,Bank Transfer,No,TEC-CO-3003,Technology,Copiers,Laser Copier,5500.0,10,0.05,1009.08
1189,CA-2024-101188,2024-08-15,2024-08-17,Standard Class,Medium,CUST-9975,Faraha Khan,New,26-35,Corporate,United States,Nashville,Tennessee,37201.0,South,Partner Reseller,Credit Card,No,FUR-TA-1002,Furniture,Tables,Executive Conference Table,1958.9,8,0.0,64.09
1190,CA-2025-101189,2025-11-29,2025-12-02,First Class,High,CUST-8108,Abdullah Siddiqui,1-2 Years,36-45,Consumer,United States,Seattle,Washington,98101.0,West,Partner Reseller,PayPal,No,TEC-PH-3001,Technology,Phones,Smart Office Phone,2640.07,7,0.25,307.67
1191,CA-2023-101190,2023-08-12,2023-08-15,First Class,Medium,CUST-4939,Noor Attari,1-2 Years,36-45,Consumer,United States,Portland,Oregon,97201.0,West,Online,PayPal,No,TEC-PR-3005,Technology,Printers,Inkjet Printer,359.32,1,0.0,63.14
1192,CA-2023-101191,2023-11-14,2023-11-21,Same Day,Critical,CUST-1044,Bilal Rauf,5+ Years,36-45,Home Office,United States,Columbus,Ohio,43215.0,East,Retail Store,Credit Card,No,OFF-ST-2003,Office Supplies,Storage,Plastic Storage Box,35.21,1,0.15,0.69
1193,CA-2023-101192,2023-12-15,2023-12-18,First Class,High,CUST-2810,Omar Sheikh,New,36-45,Home Office,United States,Atlanta,Georgia,30301.0,South,Online,PayPal,No,FUR-TA-1002,Furniture,Tables,Executive Conference Table,373.31,4,0.1,-0.61
1194,CA-2023-101193,2023-04-25,2023-05-01,Standard Class,Medium,CUST-5566,Ahmed Siddiqui,3-5 Years,26-35,Consumer,United States,Boston,Massachusetts,2108.0,East,Online,Credit Card,No,OFF-ST-2003,Office Supplies,Storage,Plastic Storage Box,62.66,4,0.0,12.9
1195,CA-2024-101194,2024-11-28,2024-12-05,Standard Class,Medium,CUST-2909,Fatima Malik,New,36-45,Corporate,United States,Phoenix,Arizona,85001.0,West,Retail Store,Cash on Delivery,No,FUR-FU-1004,Furniture,Furnishings,Desk Lamp,70.06,3,0.3,-5.83
1196,CA-2025-101195,2025-11-29,2025-12-02,Standard Class,Critical,CUST-7364,Hassaan Attari,3-5 Years,26-35,Consumer,United States,St. Louis,Missouri,63101.0,Central,Partner Reseller,Credit Card,No,FUR-TA-1002,Furniture,Tables,Executive Conference Table,2854.6,3,0.1,168.11
1197,CA-2023-101196,2023-02-09,2023-02-17,Second Class,Medium,CUST-3581,Mariam Nawaz,1-2 Years,26-35,Consumer,United States,St. Louis,Missouri,63101.0,Central,Retail Store,PayPal,No,TEC-CO-3003,Technology,Copiers,Laser Copier,4456.2,3,0.05,295.93
1198,CA-2023-101197,2023-08-04,2023-08-07,First Class,Medium,CUST-1691,Ahmed Ahmed,3-5 Years,18-25,Consumer,United States,Philadelphia,Pennsylvania,19104.0,East,Corporate Portal,Credit Card,No,TEC-AC-3002,Technology,Accessories,Wireless Mouse,223.68,4,0.0,62.46
1199,CA-2023-101198,2023-12-02,2023-12-11,Second Class,Medium,CUST-1931,Abdullah Hassan,1-2 Years,36-45,Home Office,United States,Portland,Oregon,97201.0,West,Online,Bank Transfer,No,FUR-CH-1001,Furniture,Chairs,Ergonomic Office Chair,168.18,1,0.05,2.08
1200,CA-2023-101199,2023-04-02,2023-04-03,Standard Class,Medium,CUST-8910,Ahmed Siddiqui,1-2 Years,36-45,Consumer,United States,Los Angeles,California,90001.0,West,Online,Cash on Delivery,No,TEC-MA-3004,Technology,Machines,Document Scanner,957.56,2,0.0,212.6
1201,CA-2023-101200,2023-12-19,2023-12-24,Standard Class,Medium,CUST-7382,Abdullah Hassan,New,26-35,Consumer,United States,Miami,Florida,33101.0,South,Retail Store,PayPal,No,TEC-PH-3001,Technology,Phones,Smart Office Phone,799.76,4,0.05,119.06
1202,CA-2024-101201,2024-07-24,2024-07-28,Same Day,Critical,CUST-4406,Rehan Nawaz,New,36-45,Corporate,United States,Boston,Massachusetts,2108.0,East,Online,Credit Card,No,TEC-PR-3005,Technology,Printers,Inkjet Printer,2568.26,6,0.1,459.99
1203,CA-2025-101202,2025-03-26,2025-03-29,Standard Class,High,CUST-9339,Faraha Iqbal,1-2 Years,26-35,Home Office,United States,San Francisco,California,94102.0,West,Corporate Portal,Bank Transfer,No,OFF-LA-2005,Office Supplies,Labels,Address Labels,35.6,2,0.25,2.15
1204,CA-2025-101203,2025-02-19,2025-02-24,First Class,Medium,CUST-2032,Ayesha Rauf,5+ Years,46-60,Corporate,United States,Nashville,Tennessee,37201.0,South,Online,Credit Card,No,TEC-MA-3004,Technology,Machines,Document Scanner,5500.0,4,0.15,634.85
1205,CA-2023-101204,2023-12-29,2024-01-03,First Class,Medium,CUST-2311,Ahmed Siddiqui,1-2 Years,36-45,Consumer,United States,Philadelphia,Pennsylvania,19104.0,East,Online,Credit Card,No,FUR-FU-1004,Furniture,Furnishings,Desk Lamp,540.63,6,0.0,-37.45
1206,CA-2024-101205,2024-07-10,2024-07-11,Standard Class,Medium,CUST-9579,Hassaan Chaudhry,3-5 Years,18-25,Consumer,United States,Philadelphia,Pennsylvania,19104.0,East,Retail Store,Credit Card,No,FUR-TA-1002,Furniture,Tables,Executive Conference Table,685.57,3,0.0,114.68
1207,CA-2023-101206,2023-12-22,2023-12-24,Standard Class,Low,CUST-4121,Danish Rauf,1-2 Years,60+,Consumer,United States,Minneapolis,Minnesota,55401.0,Central,Online,Credit Card,Yes,TEC-MA-3004,Technology,Machines,Document Scanner,83.66,1,0.05,-1.86
1208,CA-2023-101207,2023-07-10,2023-07-15,First Class,High,CUST-2873,Bilal Hassan,1-2 Years,18-25,Consumer,United States,Newark,New Jersey,7102.0,East,Corporate Portal,Bank Transfer,No,OFF-AR-2004,Office Supplies,Art,Marker Set,33.14,3,0.0,5.28
1209,CA-2024-101208,2024-02-26,2024-03-02,Same Day,High,CUST-7781,Ayesha Rauf,1-2 Years,36-45,Corporate,United States,St. Louis,Missouri,63101.0,Central,Online,Credit Card,No,OFF-LA-2005,Office Supplies,Labels,Address Labels,5.0,2,0.0,0.93
1210,CA-2024-101209,2024-11-30,2024-12-09,Same Day,High,CUST-4748,Hina Siddiqui,New,26-35,Consumer,United States,Boston,Massachusetts,2108.0,East,Online,Bank Transfer,No,OFF-AR-2004,Office Supplies,Art,Marker Set,120.06,9,0.2,1.13
1211,CA-2023-101210,2023-01-07,2023-01-13,Same Day,Medium,CUST-1277,Ahmed Butt,1-2 Years,26-35,Home Office,United States,Atlanta,Georgia,30301.0,South,Corporate Portal,Credit Card,No,OFF-AR-2004,Office Supplies,Art,Marker Set,18.94,1,0.0,3.25
1212,CA-2023-101211,2023-05-13,2023-05-22,Second Class,Medium,CUST-2859,Hamza Hassan,3-5 Years,36-45,Home Office,United States,Minneapolis,Minnesota,55401.0,Central,Online,Credit Card,No,TEC-PH-3001,Technology,Phones,Smart Office Phone,1283.56,5,0.25,32.34
1213,CA-2024-101212,2024-07-10,2024-07-15,First Class,Low,CUST-6929,Noor Iqbal,1-2 Years,18-25,Home Office,United States,Richmond,Virginia,23219.0,South,Corporate Portal,PayPal,No,TEC-AC-3002,Technology,Accessories,Wireless Mouse,73.4,1,0.0,16.22
1214,CA-2025-101213,2025-04-05,2025-04-08,Same Day,Medium,CUST-7792,Zain Siddiqui,3-5 Years,46-60,Home Office,United States,Portland,Oregon,97201.0,West,Online,Credit Card,No,FUR-CH-1001,Furniture,Chairs,Ergonomic Office Chair,235.19,3,0.4,-20.33
1215,CA-2025-101214,2025-01-30,2025-02-01,Same Day,Medium,CUST-5713,Mariam Qureshi,3-5 Years,26-35,Consumer,United States,Detroit,Michigan,48201.0,Central,Online,Credit Card,No,FUR-TA-1002,Furniture,Tables,Executive Conference Table,4082.95,4,0.15,-68.59
1216,CA-2025-101215,2025-11-20,2025-11-26,Standard Class,High,CUST-5675,Danish Rauf,1-2 Years,26-35,Consumer,United States,Minneapolis,Minnesota,55401.0,Central,Partner Reseller,Credit Card,No,TEC-MA-3004,Technology,Machines,Document Scanner,220.39,2,0.2,24.19
1217,CA-2024-101216,2024-06-18,2024-06-23,Second Class,High,CUST-2170,Faraha Attari,3-5 Years,36-45,Corporate,United States,New York City,New York,10001.0,East,Corporate Portal,Bank Transfer,No,OFF-AR-2004,Office Supplies,Art,Marker Set,33.85,3,0.0,1.54
1218,CA-2024-101217,2024-03-01,2024-03-02,Same Day,Critical,CUST-9681,Noor Khan,1-2 Years,18-25,Home Office,United States,Los Angeles,California,90001.0,West,Online,Bank Transfer,No,FUR-CH-1001,Furniture,Chairs,Ergonomic Office Chair,158.59,1,0.25,-0.04
1219,CA-2024-101218,2024-11-02,2024-11-05,Standard Class,High,CUST-6308,Faraha Khan,New,26-35,Corporate,United States,Richmond,Virginia,23219.0,South,Retail Store,Credit Card,No,TEC-PH-3001,Technology,Phones,Smart Office Phone,848.18,2,0.25,100.11
1220,CA-2023-101219,2023-12-29,2024-01-07,Standard Class,Low,CUST-3462,Danish Rauf,New,46-60,Home Office,United States,Atlanta,Georgia,30301.0,South,Partner Reseller,Credit Card,No,TEC-PR-3005,Technology,Printers,Inkjet Printer,1592.06,5,0.15,246.21
1221,CA-2023-101220,2023-03-23,2023-03-27,Standard Class,Medium,CUST-1287,Mariam Qureshi,New,36-45,Consumer,United States,Atlanta,Georgia,30301.0,South,Online,PayPal,Yes,FUR-TA-1002,Furniture,Tables,Executive Conference Table,335.46,2,0.1,-7.32
1222,CA-2023-101221,2023-12-22,2023-12-25,First Class,Low,CUST-6953,Ammar Rauf,3-5 Years,26-35,Consumer,United States,Portland,Oregon,97201.0,West,Online,Cash on Delivery,No,FUR-TA-1002,Furniture,Tables,Executive Conference Table,5500.0,8,0.2,-63.79
1223,CA-2024-101222,2024-08-11,2024-08-15,Same Day,Medium,CUST-5282,Hassaan Hassan,5+ Years,36-45,Home Office,United States,Los Angeles,California,90001.0,West,Retail Store,Credit Card,No,TEC-CO-3003,Technology,Copiers,Laser Copier,3963.61,5,0.0,744.8
1224,CA-2023-101223,2023-10-22,2023-10-24,First Class,Medium,CUST-2907,Ammar Rauf,New,60+,Consumer,United States,Houston,Texas,77001.0,Central,Online,Bank Transfer,No,FUR-TA-1002,Furniture,Tables,Executive Conference Table,4434.04,3,0.15,-339.74
1225,CA-2025-101224,2025-12-05,2025-12-08,Second Class,High,CUST-2161,Danish Malik,New,26-35,Corporate,United States,Boston,Massachusetts,2108.0,East,Online,Credit Card,No,FUR-TA-1002,Furniture,Tables,Executive Conference Table,1550.54,1,0.25,156.29
1226,CA-2023-101225,2023-01-17,2023-01-20,Same Day,Medium,CUST-1129,Ayesha Khan,1-2 Years,36-45,Corporate,United States,Charlotte,North Carolina,28201.0,South,Corporate Portal,Credit Card,No,FUR-CH-1001,Furniture,Chairs,,475.56,4,0.05,-28.94
1227,CA-2023-101226,2023-12-26,2023-12-27,Standard Class,Low,CUST-7337,Hassaan Chaudhry,3-5 Years,26-35,Consumer,United States,New York City,New York,10001.0,East,Online,Credit Card,No,OFF-PA-2001,Office Supplies,Paper,Premium Copy Paper,132.49,6,0.0,19.65
1228,CA-2025-101227,2025-05-15,2025-05-21,Same Day,Low,CUST-3363,Fatima Rana,1-2 Years,46-60,Consumer,United States,Philadelphia,Pennsylvania,19104.0,East,Corporate Portal,Bank Transfer,No,TEC-CO-3003,Technology,Copiers,Laser Copier,2784.03,2,0.05,333.58
1229,CA-2024-101228,2024-11-30,2024-12-03,First Class,Low,CUST-9151,Ayesha Rauf,1-2 Years,36-45,Corporate,United States,Los Angeles,California,,West,Online,Credit Card,No,TEC-CO-3003,Technology,Copiers,Laser Copier,4139.25,7,0.2,459.4
1230,CA-2024-101229,2024-03-23,2024-03-29,Same Day,Low,CUST-6983,Danish Rauf,3-5 Years,46-60,Home Office,United States,Nashville,Tennessee,37201.0,South,Retail Store,Cash on Delivery,No,FUR-BO-1003,Furniture,Bookcases,Wooden Bookcase,519.62,2,0.0,-12.81
1231,CA-2025-101230,2025-05-05,2025-05-12,Standard Class,Low,CUST-1143,Faraha Khan,1-2 Years,60+,Corporate,United States,Richmond,Virginia,23219.0,South,Retail Store,Bank Transfer,No,TEC-PH-3001,Technology,Phones,Smart Office Phone,2491.01,7,0.0,650.98
1232,CA-2023-101231,2023-12-31,2024-01-02,First Class,High,CUST-9207,Faraha Attari,5+ Years,26-35,Corporate,United States,Phoenix,Arizona,85001.0,West,Online,Credit Card,No,FUR-BO-1003,Furniture,Bookcases,Wooden Bookcase,415.77,1,0.0,1.49
1233,CA-2024-101232,2024-11-05,2024-11-10,Same Day,High,CUST-8469,Hassaan Rana,1-2 Years,18-25,Corporate,United States,Boston,Massachusetts,2108.0,East,Online,PayPal,No,FUR-CH-1001,Furniture,Chairs,Ergonomic Office Chair,1188.77,7,0.2,106.16
1234,CA-2025-101233,2025-10-04,2025-10-08,Second Class,Medium,CUST-1244,Ayesha Siddiqui,5+ Years,26-35,Consumer,United States,Columbus,Ohio,43215.0,East,Online,Credit Card,No,OFF-ST-2003,Office Supplies,Storage,Plastic Storage Box,125.41,4,0.0,7.0
1235,CA-2024-101234,2024-04-11,2024-04-18,Standard Class,High,CUST-1926,Faraha Attari,New,26-35,Corporate,United States,Minneapolis,Minnesota,55401.0,Central,Retail Store,Credit Card,No,OFF-AR-2004,Office Supplies,Art,Marker Set,25.81,2,0.15,3.74
1236,CA-2024-101235,2024-02-18,2024-02-20,Second Class,Medium,CUST-4178,Abdullah Rauf,New,36-45,Consumer,United States,St. Louis,Missouri,63101.0,Central,Online,Credit Card,No,OFF-AR-2004,Office Supplies,Art,Marker Set,14.51,2,0.05,0.62
